"","Sex","Financial_Risk_Willingness","Income_from_Wages","Owns_Treasury_Bond_Funds","Owns_Stocks","Owns_Stock_Funds","Owns_Combination_Funds","TMV_Treasury_Bond_Funds","TMV_Stocks","TMV_Stock_Funds","TMV_Combination_Funds","TMV_Investments","Percent_Treasury_Bond_Funds","Percent_Combination_Funds","Percent_Stock_Funds","Percent_Stocks","Income_Bracket","Risk_Aversion"
"5086","Male",4,135000,"No","Yes","Yes","No",0,104000,407000,0,511000,0,0,79.6477495107632,20.3522504892368,"$91,150 - $190,149","Somewhat Risk Averse"
"5087","Male",4,135000,"No","Yes","Yes","No",0,103000,407000,0,510000,0,0,79.8039215686275,20.1960784313725,"$91,150 - $190,149","Somewhat Risk Averse"
"5088","Male",4,135000,"No","Yes","Yes","No",0,103000,407000,0,510000,0,0,79.8039215686275,20.1960784313725,"$91,150 - $190,149","Somewhat Risk Averse"
"5089","Male",4,135000,"No","Yes","Yes","No",0,103000,408000,0,511000,0,0,79.8434442270059,20.1565557729941,"$91,150 - $190,149","Somewhat Risk Averse"
"5090","Male",4,135000,"No","Yes","Yes","No",0,103000,408000,0,511000,0,0,79.8434442270059,20.1565557729941,"$91,150 - $190,149","Somewhat Risk Averse"
"5091","Male",8,1500000,"No","Yes","No","No",0,3000000,0,0,3000000,0,0,0,100,"$415,050 or More","Somewhat Risk Tolerant"
"5092","Male",8,1350000,"No","Yes","No","No",0,3000000,0,0,3000000,0,0,0,100,"$415,050 or More","Somewhat Risk Tolerant"
"5093","Male",8,1500000,"No","Yes","No","No",0,3000000,0,0,3000000,0,0,0,100,"$415,050 or More","Somewhat Risk Tolerant"
"5094","Male",8,1550000,"No","Yes","No","No",0,3000000,0,0,3000000,0,0,0,100,"$415,050 or More","Somewhat Risk Tolerant"
"5095","Male",8,1400000,"No","Yes","No","No",0,3000000,0,0,3000000,0,0,0,100,"$415,050 or More","Somewhat Risk Tolerant"
"5096","Male",5,96000,"No","No","Yes","No",0,0,66000,0,66000,0,0,100,0,"$91,150 - $190,149","Risk Neutral"
"5097","Male",5,92000,"No","No","Yes","No",0,0,52000,0,52000,0,0,100,0,"$91,150 - $190,149","Risk Neutral"
"5098","Male",5,95000,"No","No","Yes","No",0,0,66000,0,66000,0,0,100,0,"$91,150 - $190,149","Risk Neutral"
"5099","Male",5,96000,"No","No","Yes","No",0,0,50000,0,50000,0,0,100,0,"$91,150 - $190,149","Risk Neutral"
"5100","Male",5,98000,"No","No","Yes","No",0,0,51000,0,51000,0,0,100,0,"$91,150 - $190,149","Risk Neutral"
"5101","Male",6,0,"Yes","Yes","No","No",10000000,15000000,0,0,25000000,40,0,0,60,"$0 - $9,274","Risk Neutral"
"5102","Male",6,0,"Yes","Yes","No","No",10000000,15000000,0,0,25000000,40,0,0,60,"$0 - $9,274","Risk Neutral"
"5103","Male",6,0,"Yes","Yes","No","No",10000000,15000000,0,0,25000000,40,0,0,60,"$0 - $9,274","Risk Neutral"
"5104","Male",6,0,"Yes","Yes","No","No",10000000,15000000,0,0,25000000,40,0,0,60,"$0 - $9,274","Risk Neutral"
"5105","Male",6,0,"Yes","Yes","No","No",10000000,15000000,0,0,25000000,40,0,0,60,"$0 - $9,274","Risk Neutral"
"5106","Male",7,90000,"No","Yes","Yes","No",0,55000,55000,0,110000,0,0,50,50,"$37,650 - $91,149","Risk Neutral"
"5107","Male",7,90000,"No","Yes","Yes","No",0,55000,55000,0,110000,0,0,50,50,"$37,650 - $91,149","Risk Neutral"
"5108","Male",7,90000,"No","Yes","Yes","No",0,55000,55000,0,110000,0,0,50,50,"$37,650 - $91,149","Risk Neutral"
"5109","Male",7,90000,"No","Yes","Yes","No",0,55000,55000,0,110000,0,0,50,50,"$37,650 - $91,149","Risk Neutral"
"5110","Male",7,90000,"No","Yes","Yes","No",0,55000,55000,0,110000,0,0,50,50,"$37,650 - $91,149","Risk Neutral"
"5111","Female",5,0,"No","Yes","Yes","No",0,1500000,1000000,0,2500000,0,0,40,60,"$0 - $9,274","Risk Neutral"
"5112","Female",5,0,"No","Yes","Yes","No",0,1500000,1000000,0,2500000,0,0,40,60,"$0 - $9,274","Risk Neutral"
"5113","Female",5,0,"No","Yes","Yes","No",0,1500000,1000000,0,2500000,0,0,40,60,"$0 - $9,274","Risk Neutral"
"5114","Female",5,0,"No","Yes","Yes","No",0,1500000,1000000,0,2500000,0,0,40,60,"$0 - $9,274","Risk Neutral"
"5115","Female",5,0,"No","Yes","Yes","No",0,1500000,1000000,0,2500000,0,0,40,60,"$0 - $9,274","Risk Neutral"
"5116","Female",6,30000,"No","Yes","No","No",0,13000,0,0,13000,0,0,0,100,"$9,275 - $37,649","Risk Neutral"
"5117","Female",6,30000,"No","Yes","No","No",0,10000,0,0,10000,0,0,0,100,"$9,275 - $37,649","Risk Neutral"
"5118","Female",6,30000,"No","Yes","No","No",0,15000,0,0,15000,0,0,0,100,"$9,275 - $37,649","Risk Neutral"
"5119","Female",6,30000,"No","Yes","No","No",0,12000,0,0,12000,0,0,0,100,"$9,275 - $37,649","Risk Neutral"
"5120","Female",6,30000,"No","Yes","No","No",0,12000,0,0,12000,0,0,0,100,"$9,275 - $37,649","Risk Neutral"
"5121","Male",7,540000,"No","No","Yes","Yes",0,0,306000,290000,596000,0,48.6577181208054,51.3422818791946,0,"$415,050 or More","Risk Neutral"
"5122","Male",7,540000,"No","No","Yes","Yes",0,0,204000,396000,600000,0,66,34,0,"$415,050 or More","Risk Neutral"
"5123","Male",7,540000,"No","No","Yes","No",0,0,385000,0,385000,0,0,100,0,"$415,050 or More","Risk Neutral"
"5124","Male",7,540000,"No","No","Yes","No",0,0,425000,0,425000,0,0,100,0,"$415,050 or More","Risk Neutral"
"5125","Male",7,540000,"No","No","Yes","No",0,0,400000,0,400000,0,0,100,0,"$415,050 or More","Risk Neutral"
"5126","Male",5,0,"No","Yes","No","No",0,90000,0,0,90000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"5127","Male",5,0,"No","Yes","No","No",0,90000,0,0,90000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"5128","Male",5,0,"No","Yes","No","No",0,90000,0,0,90000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"5129","Male",5,0,"No","Yes","No","No",0,90000,0,0,90000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"5130","Male",5,0,"No","Yes","No","No",0,90000,0,0,90000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"5131","Male",4,63000,"No","Yes","No","No",0,2500,0,0,2500,0,0,0,100,"$37,650 - $91,149","Somewhat Risk Averse"
"5132","Male",4,63000,"No","Yes","No","No",0,2500,0,0,2500,0,0,0,100,"$37,650 - $91,149","Somewhat Risk Averse"
"5133","Male",4,63000,"No","Yes","No","No",0,2500,0,0,2500,0,0,0,100,"$37,650 - $91,149","Somewhat Risk Averse"
"5134","Male",4,63000,"No","Yes","No","No",0,2500,0,0,2500,0,0,0,100,"$37,650 - $91,149","Somewhat Risk Averse"
"5135","Male",4,63000,"No","Yes","No","No",0,2500,0,0,2500,0,0,0,100,"$37,650 - $91,149","Somewhat Risk Averse"
"5136","Male",5,0,"No","Yes","Yes","No",0,2000,100000,0,102000,0,0,98.0392156862745,1.96078431372549,"$0 - $9,274","Risk Neutral"
"5137","Male",5,0,"No","Yes","Yes","No",0,2000,100000,0,102000,0,0,98.0392156862745,1.96078431372549,"$0 - $9,274","Risk Neutral"
"5138","Male",5,0,"No","Yes","Yes","No",0,2000,100000,0,102000,0,0,98.0392156862745,1.96078431372549,"$0 - $9,274","Risk Neutral"
"5139","Male",5,0,"No","Yes","Yes","No",0,2000,100000,0,102000,0,0,98.0392156862745,1.96078431372549,"$0 - $9,274","Risk Neutral"
"5140","Male",5,0,"No","Yes","Yes","No",0,2000,100000,0,102000,0,0,98.0392156862745,1.96078431372549,"$0 - $9,274","Risk Neutral"
"5141","Male",5,580000,"No","Yes","No","No",0,420000,0,0,420000,0,0,0,100,"$415,050 or More","Risk Neutral"
"5142","Male",5,580000,"No","Yes","No","No",0,420000,0,0,420000,0,0,0,100,"$415,050 or More","Risk Neutral"
"5143","Male",5,580000,"No","Yes","No","No",0,420000,0,0,420000,0,0,0,100,"$415,050 or More","Risk Neutral"
"5144","Male",5,580000,"No","Yes","No","No",0,420000,0,0,420000,0,0,0,100,"$415,050 or More","Risk Neutral"
"5145","Male",5,580000,"No","Yes","No","No",0,420000,0,0,420000,0,0,0,100,"$415,050 or More","Risk Neutral"
"5146","Male",9,0,"No","Yes","No","No",0,800000,0,0,800000,0,0,0,100,"$0 - $9,274","Somewhat Risk Tolerant"
"5147","Male",9,0,"No","Yes","No","No",0,800000,0,0,800000,0,0,0,100,"$0 - $9,274","Somewhat Risk Tolerant"
"5148","Male",9,0,"No","Yes","No","No",0,800000,0,0,800000,0,0,0,100,"$0 - $9,274","Somewhat Risk Tolerant"
"5149","Male",9,0,"No","Yes","No","No",0,800000,0,0,800000,0,0,0,100,"$0 - $9,274","Somewhat Risk Tolerant"
"5150","Male",9,0,"No","Yes","No","No",0,800000,0,0,800000,0,0,0,100,"$0 - $9,274","Somewhat Risk Tolerant"
"5151","Male",2,0,"No","Yes","No","No",0,16000,0,0,16000,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"5152","Male",2,0,"No","Yes","No","No",0,16000,0,0,16000,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"5153","Male",2,0,"No","Yes","No","No",0,16000,0,0,16000,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"5154","Male",2,0,"No","Yes","No","No",0,16000,0,0,16000,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"5155","Male",2,0,"No","Yes","No","No",0,16000,0,0,16000,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"5156","Male",1,0,"No","No","Yes","No",0,0,104000,0,104000,0,0,100,0,"$0 - $9,274","Very Risk Averse"
"5157","Male",1,0,"No","No","Yes","No",0,0,59000,0,59000,0,0,100,0,"$0 - $9,274","Very Risk Averse"
"5158","Male",1,0,"No","No","Yes","No",0,0,101000,0,101000,0,0,100,0,"$0 - $9,274","Very Risk Averse"
"5159","Male",1,0,"No","No","Yes","No",0,0,93000,0,93000,0,0,100,0,"$0 - $9,274","Very Risk Averse"
"5160","Male",1,0,"No","No","Yes","Yes",0,0,43000,86000,129000,0,66.6666666666667,33.3333333333333,0,"$0 - $9,274","Very Risk Averse"
"5161","Male",2,0,"No","Yes","No","No",0,17500000,0,0,17500000,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"5162","Male",2,0,"No","Yes","No","No",0,17500000,0,0,17500000,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"5163","Male",2,0,"No","Yes","No","No",0,17500000,0,0,17500000,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"5164","Male",2,0,"No","Yes","No","No",0,17500000,0,0,17500000,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"5165","Male",2,0,"No","Yes","No","No",0,17500000,0,0,17500000,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"5166","Female",6,230000,"No","Yes","Yes","No",0,4000,5000,0,9000,0,0,55.5555555555556,44.4444444444444,"$190,150 - $413,349","Risk Neutral"
"5167","Female",6,230000,"No","Yes","Yes","No",0,4000,5000,0,9000,0,0,55.5555555555556,44.4444444444444,"$190,150 - $413,349","Risk Neutral"
"5168","Female",6,230000,"No","Yes","Yes","No",0,4000,5000,0,9000,0,0,55.5555555555556,44.4444444444444,"$190,150 - $413,349","Risk Neutral"
"5169","Female",6,230000,"No","Yes","Yes","No",0,4000,5000,0,9000,0,0,55.5555555555556,44.4444444444444,"$190,150 - $413,349","Risk Neutral"
"5170","Female",6,230000,"No","Yes","Yes","No",0,4000,5000,0,9000,0,0,55.5555555555556,44.4444444444444,"$190,150 - $413,349","Risk Neutral"
"5171","Male",5,1300000,"No","Yes","Yes","Yes",0,1100000,2000000,500000,3600000,0,13.8888888888889,55.5555555555556,30.5555555555556,"$415,050 or More","Risk Neutral"
"5172","Male",5,1300000,"No","Yes","Yes","Yes",0,1100000,2000000,500000,3600000,0,13.8888888888889,55.5555555555556,30.5555555555556,"$415,050 or More","Risk Neutral"
"5173","Male",5,1300000,"No","Yes","Yes","Yes",0,1100000,2000000,500000,3600000,0,13.8888888888889,55.5555555555556,30.5555555555556,"$415,050 or More","Risk Neutral"
"5174","Male",5,1300000,"No","Yes","Yes","Yes",0,1100000,2000000,500000,3600000,0,13.8888888888889,55.5555555555556,30.5555555555556,"$415,050 or More","Risk Neutral"
"5175","Male",5,1300000,"No","Yes","Yes","Yes",0,1100000,2000000,500000,3600000,0,13.8888888888889,55.5555555555556,30.5555555555556,"$415,050 or More","Risk Neutral"
"5176","Male",7,10000,"No","Yes","Yes","No",0,3500,4000,0,7500,0,0,53.3333333333333,46.6666666666667,"$9,275 - $37,649","Risk Neutral"
"5177","Male",7,10000,"No","Yes","Yes","No",0,3500,4000,0,7500,0,0,53.3333333333333,46.6666666666667,"$9,275 - $37,649","Risk Neutral"
"5178","Male",7,10000,"No","Yes","Yes","No",0,3500,4000,0,7500,0,0,53.3333333333333,46.6666666666667,"$9,275 - $37,649","Risk Neutral"
"5179","Male",7,10000,"No","Yes","Yes","No",0,3500,4000,0,7500,0,0,53.3333333333333,46.6666666666667,"$9,275 - $37,649","Risk Neutral"
"5180","Male",7,10000,"No","Yes","Yes","No",0,3500,4000,0,7500,0,0,53.3333333333333,46.6666666666667,"$9,275 - $37,649","Risk Neutral"
"5181","Male",8,600000,"No","No","Yes","No",0,0,30000000,0,30000000,0,0,100,0,"$415,050 or More","Somewhat Risk Tolerant"
"5182","Male",8,600000,"No","No","Yes","No",0,0,30000000,0,30000000,0,0,100,0,"$415,050 or More","Somewhat Risk Tolerant"
"5183","Male",8,600000,"No","No","Yes","No",0,0,30000000,0,30000000,0,0,100,0,"$415,050 or More","Somewhat Risk Tolerant"
"5184","Male",8,600000,"No","No","Yes","No",0,0,30000000,0,30000000,0,0,100,0,"$415,050 or More","Somewhat Risk Tolerant"
"5185","Male",8,600000,"No","No","Yes","No",0,0,30000000,0,30000000,0,0,100,0,"$415,050 or More","Somewhat Risk Tolerant"
"5186","Female",8,201000,"No","No","Yes","No",0,0,18000,0,18000,0,0,100,0,"$190,150 - $413,349","Somewhat Risk Tolerant"
"5187","Female",8,202000,"No","No","Yes","No",0,0,18000,0,18000,0,0,100,0,"$190,150 - $413,349","Somewhat Risk Tolerant"
"5188","Female",8,201000,"No","No","Yes","No",0,0,18000,0,18000,0,0,100,0,"$190,150 - $413,349","Somewhat Risk Tolerant"
"5189","Female",8,201000,"No","No","Yes","No",0,0,18000,0,18000,0,0,100,0,"$190,150 - $413,349","Somewhat Risk Tolerant"
"5190","Female",8,201000,"No","No","Yes","No",0,0,18000,0,18000,0,0,100,0,"$190,150 - $413,349","Somewhat Risk Tolerant"
"5191","Male",10,520000,"No","Yes","No","No",0,30000000,0,0,30000000,0,0,0,100,"$415,050 or More","Very Risk Tolerant"
"5192","Male",10,464000,"No","Yes","No","No",0,30000000,0,0,30000000,0,0,0,100,"$415,050 or More","Very Risk Tolerant"
"5193","Male",10,559000,"No","Yes","No","No",0,30000000,0,0,30000000,0,0,0,100,"$415,050 or More","Very Risk Tolerant"
"5194","Male",10,484000,"No","Yes","No","No",0,30000000,0,0,30000000,0,0,0,100,"$415,050 or More","Very Risk Tolerant"
"5195","Male",10,560000,"No","Yes","No","No",0,30000000,0,0,30000000,0,0,0,100,"$415,050 or More","Very Risk Tolerant"
"5196","Male",5,100000,"No","No","Yes","No",0,0,1100000,0,1100000,0,0,100,0,"$91,150 - $190,149","Risk Neutral"
"5197","Male",5,100000,"No","No","Yes","No",0,0,1100000,0,1100000,0,0,100,0,"$91,150 - $190,149","Risk Neutral"
"5198","Male",5,100000,"No","No","Yes","No",0,0,1100000,0,1100000,0,0,100,0,"$91,150 - $190,149","Risk Neutral"
"5199","Male",5,100000,"No","No","Yes","No",0,0,1100000,0,1100000,0,0,100,0,"$91,150 - $190,149","Risk Neutral"
"5200","Male",5,100000,"No","No","Yes","No",0,0,1100000,0,1100000,0,0,100,0,"$91,150 - $190,149","Risk Neutral"
"5201","Male",10,0,"No","Yes","Yes","No",0,3200000,20000,0,3220000,0,0,0.62111801242236,99.3788819875776,"$0 - $9,274","Very Risk Tolerant"
"5202","Male",10,0,"No","Yes","Yes","No",0,3200000,20000,0,3220000,0,0,0.62111801242236,99.3788819875776,"$0 - $9,274","Very Risk Tolerant"
"5203","Male",10,0,"No","Yes","Yes","No",0,3200000,20000,0,3220000,0,0,0.62111801242236,99.3788819875776,"$0 - $9,274","Very Risk Tolerant"
"5204","Male",10,0,"No","Yes","Yes","No",0,3200000,20000,0,3220000,0,0,0.62111801242236,99.3788819875776,"$0 - $9,274","Very Risk Tolerant"
"5205","Male",10,0,"No","Yes","Yes","No",0,3200000,20000,0,3220000,0,0,0.62111801242236,99.3788819875776,"$0 - $9,274","Very Risk Tolerant"
"5206","Male",6,58000,"No","Yes","No","No",0,12000,0,0,12000,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"5207","Male",6,58000,"No","Yes","No","No",0,12000,0,0,12000,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"5208","Male",6,58000,"No","Yes","No","No",0,12000,0,0,12000,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"5209","Male",6,58000,"No","Yes","No","No",0,12000,0,0,12000,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"5210","Male",6,58000,"No","Yes","No","No",0,12000,0,0,12000,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"5211","Male",8,200000,"No","Yes","Yes","No",0,10000000,5000000,0,15000000,0,0,33.3333333333333,66.6666666666667,"$190,150 - $413,349","Somewhat Risk Tolerant"
"5212","Male",8,200000,"No","Yes","Yes","No",0,10000000,5000000,0,15000000,0,0,33.3333333333333,66.6666666666667,"$190,150 - $413,349","Somewhat Risk Tolerant"
"5213","Male",8,200000,"No","Yes","Yes","No",0,10000000,5000000,0,15000000,0,0,33.3333333333333,66.6666666666667,"$190,150 - $413,349","Somewhat Risk Tolerant"
"5214","Male",8,200000,"No","Yes","Yes","No",0,10000000,5000000,0,15000000,0,0,33.3333333333333,66.6666666666667,"$190,150 - $413,349","Somewhat Risk Tolerant"
"5215","Male",8,200000,"No","Yes","Yes","No",0,10000000,5000000,0,15000000,0,0,33.3333333333333,66.6666666666667,"$190,150 - $413,349","Somewhat Risk Tolerant"
"5216","Male",4,150000,"No","Yes","No","No",0,1000,0,0,1000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"5217","Male",4,150000,"No","Yes","No","No",0,1000,0,0,1000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"5218","Male",4,150000,"No","Yes","No","No",0,1000,0,0,1000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"5219","Male",4,150000,"No","Yes","No","No",0,1000,0,0,1000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"5220","Male",4,150000,"No","Yes","No","No",0,1000,0,0,1000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"5221","Male",7,138000,"No","No","Yes","No",0,0,8400,0,8400,0,0,100,0,"$91,150 - $190,149","Risk Neutral"
"5222","Male",7,138000,"No","No","Yes","No",0,0,8400,0,8400,0,0,100,0,"$91,150 - $190,149","Risk Neutral"
"5223","Male",7,138000,"No","No","Yes","No",0,0,8400,0,8400,0,0,100,0,"$91,150 - $190,149","Risk Neutral"
"5224","Male",7,138000,"No","No","Yes","No",0,0,8400,0,8400,0,0,100,0,"$91,150 - $190,149","Risk Neutral"
"5225","Male",7,138000,"No","No","Yes","No",0,0,8400,0,8400,0,0,100,0,"$91,150 - $190,149","Risk Neutral"
"5226","Female",-1,42000,"Yes","No","Yes","No",262000,0,363000,0,625000,41.92,0,58.08,0,"$37,650 - $91,149","Very Risk Averse"
"5227","Female",-1,41000,"Yes","No","Yes","No",104000,0,258000,0,362000,28.7292817679558,0,71.2707182320442,0,"$37,650 - $91,149","Very Risk Averse"
"5228","Female",-1,39000,"Yes","No","Yes","No",83000,0,30000,0,113000,73.4513274336283,0,26.5486725663717,0,"$37,650 - $91,149","Very Risk Averse"
"5229","Female",-1,41000,"Yes","No","Yes","No",24000,0,282000,0,306000,7.84313725490196,0,92.156862745098,0,"$37,650 - $91,149","Very Risk Averse"
"5230","Female",-1,45000,"Yes","No","Yes","No",261000,0,305000,0,566000,46.113074204947,0,53.886925795053,0,"$37,650 - $91,149","Very Risk Averse"
"5231","Female",5,79000,"No","Yes","No","No",0,3100,0,0,3100,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"5232","Female",5,79000,"No","Yes","No","No",0,6500,0,0,6500,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"5233","Female",5,79000,"No","Yes","No","No",0,7000,0,0,7000,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"5234","Female",5,80000,"No","Yes","No","No",0,21000,0,0,21000,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"5235","Female",5,79000,"No","Yes","No","No",0,21000,0,0,21000,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"5236","Male",9,73000,"No","No","Yes","Yes",0,0,50000,50000,100000,0,50,50,0,"$37,650 - $91,149","Somewhat Risk Tolerant"
"5237","Male",9,73000,"No","No","Yes","Yes",0,0,50000,50000,100000,0,50,50,0,"$37,650 - $91,149","Somewhat Risk Tolerant"
"5238","Male",9,72000,"No","No","Yes","Yes",0,0,50000,50000,100000,0,50,50,0,"$37,650 - $91,149","Somewhat Risk Tolerant"
"5239","Male",9,73000,"No","No","Yes","Yes",0,0,50000,50000,100000,0,50,50,0,"$37,650 - $91,149","Somewhat Risk Tolerant"
"5240","Male",9,72000,"No","No","Yes","Yes",0,0,50000,50000,100000,0,50,50,0,"$37,650 - $91,149","Somewhat Risk Tolerant"
"5241","Male",5,78000,"No","No","Yes","No",0,0,25000,0,25000,0,0,100,0,"$37,650 - $91,149","Risk Neutral"
"5242","Male",5,78000,"No","No","Yes","No",0,0,25000,0,25000,0,0,100,0,"$37,650 - $91,149","Risk Neutral"
"5243","Male",5,78000,"No","No","Yes","No",0,0,25000,0,25000,0,0,100,0,"$37,650 - $91,149","Risk Neutral"
"5244","Male",5,78000,"No","No","Yes","No",0,0,25000,0,25000,0,0,100,0,"$37,650 - $91,149","Risk Neutral"
"5245","Male",5,78000,"No","No","Yes","No",0,0,25000,0,25000,0,0,100,0,"$37,650 - $91,149","Risk Neutral"
"5246","Male",5,106000,"No","Yes","No","No",0,192000,0,0,192000,0,0,0,100,"$91,150 - $190,149","Risk Neutral"
"5247","Male",5,106000,"No","Yes","No","No",0,192000,0,0,192000,0,0,0,100,"$91,150 - $190,149","Risk Neutral"
"5248","Male",5,106000,"No","Yes","No","No",0,192000,0,0,192000,0,0,0,100,"$91,150 - $190,149","Risk Neutral"
"5249","Male",5,106000,"No","Yes","No","No",0,192000,0,0,192000,0,0,0,100,"$91,150 - $190,149","Risk Neutral"
"5250","Male",5,106000,"No","Yes","No","No",0,192000,0,0,192000,0,0,0,100,"$91,150 - $190,149","Risk Neutral"
"5251","Male",4,125000,"No","Yes","No","No",0,60000,0,0,60000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"5252","Male",4,125000,"No","Yes","No","No",0,60000,0,0,60000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"5253","Male",4,125000,"No","Yes","No","No",0,60000,0,0,60000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"5254","Male",4,125000,"No","Yes","No","No",0,60000,0,0,60000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"5255","Male",4,125000,"No","Yes","No","No",0,60000,0,0,60000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"5256","Male",6,81000,"No","Yes","No","No",0,2000,0,0,2000,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"5257","Male",6,98000,"No","Yes","No","No",0,2000,0,0,2000,0,0,0,100,"$91,150 - $190,149","Risk Neutral"
"5258","Male",6,98000,"No","Yes","No","No",0,2000,0,0,2000,0,0,0,100,"$91,150 - $190,149","Risk Neutral"
"5259","Male",6,86000,"No","Yes","No","No",0,2000,0,0,2000,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"5260","Male",6,83000,"No","Yes","No","No",0,2000,0,0,2000,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"5261","Male",10,1790000,"Yes","Yes","Yes","No",7320000,125000000,18450000,0,150770000,4.85507727001393,0,12.2371824633548,82.9077402666313,"$415,050 or More","Very Risk Tolerant"
"5262","Male",10,1790000,"Yes","Yes","Yes","No",9180000,50000000,138540000,0,197720000,4.64292939510419,0,70.0687841391867,25.2882864657091,"$415,050 or More","Very Risk Tolerant"
"5263","Male",10,1800000,"Yes","Yes","Yes","No",10000000,110200000,16780000,0,136980000,7.30033581544751,0,12.2499634983209,80.4497006862316,"$415,050 or More","Very Risk Tolerant"
"5264","Male",10,1790000,"Yes","Yes","Yes","No",8360000,22000000,36590000,0,66950000,12.486930545183,0,54.6527259148618,32.8603435399552,"$415,050 or More","Very Risk Tolerant"
"5265","Male",10,1800000,"Yes","Yes","Yes","No",10000000,22000000,141300000,0,173300000,5.77034045008655,0,81.534910559723,12.6947489901904,"$415,050 or More","Very Risk Tolerant"
"5266","Male",7,0,"No","Yes","No","No",0,500000,0,0,500000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"5267","Male",7,0,"No","Yes","No","No",0,500000,0,0,500000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"5268","Male",7,0,"No","Yes","No","No",0,500000,0,0,500000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"5269","Male",7,0,"No","Yes","No","No",0,500000,0,0,500000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"5270","Male",7,0,"No","Yes","No","No",0,500000,0,0,500000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"5271","Male",4,0,"No","Yes","No","No",0,550,0,0,550,0,0,0,100,"$0 - $9,274","Somewhat Risk Averse"
"5272","Male",4,0,"No","Yes","No","No",0,550,0,0,550,0,0,0,100,"$0 - $9,274","Somewhat Risk Averse"
"5273","Male",4,0,"No","Yes","No","No",0,550,0,0,550,0,0,0,100,"$0 - $9,274","Somewhat Risk Averse"
"5274","Male",4,0,"No","Yes","No","No",0,550,0,0,550,0,0,0,100,"$0 - $9,274","Somewhat Risk Averse"
"5275","Male",4,0,"No","Yes","No","No",0,550,0,0,550,0,0,0,100,"$0 - $9,274","Somewhat Risk Averse"
"5276","Male",8,0,"No","Yes","Yes","No",0,40000000,30000000,0,70000000,0,0,42.8571428571429,57.1428571428571,"$0 - $9,274","Somewhat Risk Tolerant"
"5277","Male",8,0,"No","Yes","Yes","No",0,40000000,30000000,0,70000000,0,0,42.8571428571429,57.1428571428571,"$0 - $9,274","Somewhat Risk Tolerant"
"5278","Male",8,0,"No","Yes","Yes","No",0,40000000,30000000,0,70000000,0,0,42.8571428571429,57.1428571428571,"$0 - $9,274","Somewhat Risk Tolerant"
"5279","Male",8,0,"No","Yes","Yes","No",0,40000000,30000000,0,70000000,0,0,42.8571428571429,57.1428571428571,"$0 - $9,274","Somewhat Risk Tolerant"
"5280","Male",8,0,"No","Yes","Yes","No",0,40000000,30000000,0,70000000,0,0,42.8571428571429,57.1428571428571,"$0 - $9,274","Somewhat Risk Tolerant"
"5281","Male",5,92000,"No","Yes","No","No",0,62000,0,0,62000,0,0,0,100,"$91,150 - $190,149","Risk Neutral"
"5282","Male",5,92000,"No","Yes","No","No",0,62000,0,0,62000,0,0,0,100,"$91,150 - $190,149","Risk Neutral"
